Iterations,Markets visited,runtimes,population_size
1448.0,17.0,23.251042,100.0
1448.0,17.0,22.823196,100.0
1448.0,17.0,23.78406,100.0
1448.0,17.0,23.813284,100.0
1448.0,17.0,24.060924,100.0
1448.0,17.0,24.17113,100.0
1448.0,17.0,22.825773,100.0
1715.0,17.0,29.001425,100.0
1715.0,16.0,28.382759,100.0
1715.0,16.0,28.005757,100.0
1715.0,16.0,28.292365,100.0
1715.0,17.0,28.742769,100.0
1715.0,16.0,28.332286,100.0
1715.0,16.0,27.686566,100.0
1715.0,16.0,28.145929,100.0
1715.0,17.0,28.633916,100.0
1715.0,17.0,28.335373,100.0
2032.0,18.0,35.651557,100.0
2032.0,17.0,35.00567,100.0
2032.0,17.0,34.729243,100.0
2032.0,17.0,35.993816,100.0
2032.0,17.0,34.415582,100.0
2032.0,18.0,35.680979,100.0
2032.0,19.0,36.390088,100.0
2032.0,18.0,35.609689,100.0
2032.0,18.0,34.160458,100.0
2032.0,18.0,35.30412,100.0
2407.0,18.0,43.119682,100.0
2407.0,19.0,43.321595,100.0
2407.0,18.0,42.402201,100.0
2407.0,18.0,41.758218,100.0
2407.0,18.0,42.638622,100.0
2407.0,18.0,42.002775,100.0
2407.0,19.0,42.754877,100.0
2407.0,18.0,42.153189,100.0
2407.0,19.0,41.877285,100.0
2407.0,19.0,42.851285,100.0
2851.0,17.0,46.389444,100.0
2851.0,17.0,46.411925,100.0
2851.0,17.0,47.000338,100.0
2851.0,17.0,46.713666,100.0
2851.0,17.0,47.815379,100.0
2851.0,17.0,48.740649,100.0
2851.0,17.0,48.182225,100.0
2851.0,17.0,48.157546,100.0
2851.0,17.0,48.841936,100.0
2851.0,17.0,46.435293,100.0
3377.0,17.0,59.171061,100.0
3377.0,17.0,58.756871,100.0
3377.0,17.0,57.598502,100.0
3377.0,17.0,56.82607,100.0
3377.0,17.0,56.650088,100.0
3377.0,18.0,57.370218,100.0
3377.0,18.0,56.670629,100.0
3377.0,18.0,56.528597,100.0
3377.0,18.0,56.831773,100.0
3377.0,18.0,55.864421,100.0
4000.0,18.0,68.106132,100.0
4000.0,18.0,68.340879,100.0
4000.0,18.0,67.530975,100.0
4000.0,18.0,67.473495,100.0
4000.0,18.0,68.241542,100.0
4000.0,18.0,67.867173,100.0
4000.0,18.0,67.199859,100.0
4000.0,18.0,68.299752,100.0
4000.0,18.0,68.492309,100.0
4000.0,18.0,67.639297,100.0
1.0,11.0,0.018674,150.0
1.0,11.0,0.015635,150.0
1.0,11.0,0.020016,150.0
1.0,11.0,0.019228,150.0
1.0,12.0,0.018573,150.0
1.0,12.0,0.021326,150.0
1.0,13.0,0.025557,150.0
1.0,11.0,0.023373,150.0
1.0,11.0,0.018364,150.0
1.0,12.0,0.018399,150.0
2.0,12.0,0.039329,150.0
2.0,11.0,0.039223,150.0
2.0,12.0,0.040145,150.0
2.0,12.0,0.050481,150.0
2.0,12.0,0.050318,150.0
2.0,12.0,0.040927,150.0
2.0,12.0,0.037468,150.0
2.0,12.0,0.040433,150.0
2.0,12.0,0.038033,150.0
2.0,12.0,0.036917,150.0
3.0,12.0,0.069915,150.0
3.0,11.0,0.052119,150.0
3.0,12.0,0.058504,150.0
3.0,12.0,0.058823,150.0
3.0,12.0,0.061681,150.0
3.0,12.0,0.065262,150.0
3.0,13.0,0.0776,150.0
3.0,13.0,0.057505,150.0
3.0,12.0,0.064131,150.0
3.0,13.0,0.073628,150.0
4.0,13.0,0.094942,150.0
4.0,13.0,0.07695,150.0
4.0,14.0,0.079659,150.0
4.0,12.0,0.084191,150.0
4.0,14.0,0.077092,150.0
4.0,12.0,0.086065,150.0
4.0,13.0,0.106879,150.0
4.0,12.0,0.095603,150.0
4.0,12.0,0.09755,150.0
4.0,13.0,0.103566,150.0
5.0,13.0,0.111332,150.0
5.0,13.0,0.114851,150.0
5.0,12.0,0.125375,150.0
5.0,12.0,0.114166,150.0
5.0,13.0,0.116998,150.0
5.0,14.0,0.109051,150.0
5.0,13.0,0.10458,150.0
5.0,13.0,0.10226,150.0
5.0,13.0,0.103537,150.0
5.0,12.0,0.110848,150.0
6.0,12.0,0.138772,150.0
6.0,12.0,0.138158,150.0
6.0,12.0,0.13633,150.0
6.0,13.0,0.148021,150.0
6.0,13.0,0.128209,150.0
6.0,13.0,0.125161,150.0
6.0,13.0,0.127409,150.0
6.0,13.0,0.120312,150.0
6.0,12.0,0.122266,150.0
6.0,13.0,0.142546,150.0
7.0,13.0,0.15111,150.0
7.0,13.0,0.156856,150.0
7.0,13.0,0.158143,150.0
7.0,13.0,0.143347,150.0
7.0,13.0,0.140425,150.0
7.0,14.0,0.156051,150.0
7.0,13.0,0.148363,150.0
7.0,13.0,0.143333,150.0
7.0,14.0,0.146487,150.0
7.0,13.0,0.175106,150.0
9.0,14.0,0.185283,150.0
9.0,13.0,0.235263,150.0
9.0,14.0,0.195539,150.0
9.0,13.0,0.239157,150.0
9.0,14.0,0.215393,150.0
9.0,13.0,0.209205,150.0
9.0,13.0,0.187376,150.0
9.0,14.0,0.212681,150.0
9.0,14.0,0.212291,150.0
9.0,14.0,0.208164,150.0
10.0,14.0,0.225066,150.0
10.0,14.0,0.240695,150.0
10.0,14.0,0.213247,150.0
10.0,15.0,0.229317,150.0
10.0,13.0,0.209343,150.0
10.0,14.0,0.23669,150.0
10.0,14.0,0.21266,150.0
10.0,14.0,0.220707,150.0
10.0,13.0,0.221706,150.0
10.0,14.0,0.223387,150.0
12.0,13.0,0.259213,150.0
12.0,14.0,0.262861,150.0
12.0,13.0,0.275117,150.0
12.0,14.0,0.259474,150.0
12.0,14.0,0.27433,150.0
12.0,14.0,0.288916,150.0
12.0,13.0,0.279497,150.0
12.0,14.0,0.260734,150.0
12.0,14.0,0.283504,150.0
12.0,14.0,0.261381,150.0
15.0,13.0,0.413876,150.0
15.0,14.0,0.325553,150.0
15.0,14.0,0.332636,150.0
15.0,15.0,0.370863,150.0
15.0,13.0,0.323728,150.0
15.0,15.0,0.363169,150.0
15.0,14.0,0.348608,150.0
15.0,14.0,0.338603,150.0
15.0,14.0,0.31072,150.0
15.0,14.0,0.333826,150.0
17.0,15.0,0.380824,150.0
17.0,14.0,0.387625,150.0
17.0,15.0,0.399586,150.0
17.0,15.0,0.401384,150.0
17.0,15.0,0.397574,150.0
17.0,15.0,0.409461,150.0
17.0,14.0,0.358674,150.0
17.0,14.0,0.363529,150.0
17.0,14.0,0.371149,150.0
17.0,15.0,0.422625,150.0
21.0,14.0,0.457352,150.0
21.0,15.0,0.456307,150.0
21.0,15.0,0.463551,150.0
21.0,14.0,0.434121,150.0
21.0,14.0,0.475661,150.0
21.0,15.0,0.478008,150.0
21.0,15.0,0.493651,150.0
21.0,15.0,0.493106,150.0
21.0,15.0,0.480081,150.0
21.0,14.0,0.500042,150.0
24.0,15.0,0.486386,150.0
24.0,15.0,0.523018,150.0
24.0,15.0,0.56698,150.0
24.0,14.0,0.538343,150.0
24.0,16.0,0.575598,150.0
24.0,16.0,0.523763,150.0
24.0,15.0,0.519906,150.0
24.0,15.0,0.553069,150.0
24.0,15.0,0.548381,150.0
24.0,15.0,0.59799,150.0
29.0,15.0,0.691919,150.0
29.0,15.0,0.779367,150.0
29.0,16.0,0.756444,150.0
29.0,16.0,0.692985,150.0
29.0,16.0,0.724106,150.0
29.0,15.0,0.72362,150.0
29.0,16.0,0.657643,150.0
29.0,15.0,0.746308,150.0
29.0,16.0,0.777211,150.0
29.0,15.0,0.67444,150.0
34.0,16.0,0.784442,150.0
34.0,16.0,0.726439,150.0
34.0,15.0,0.85838,150.0
34.0,16.0,0.85526,150.0
34.0,16.0,0.766039,150.0
34.0,16.0,0.780568,150.0
34.0,15.0,0.781266,150.0
34.0,16.0,0.772192,150.0
34.0,15.0,0.830111,150.0
34.0,16.0,0.936428,150.0
41.0,16.0,0.91928,150.0
41.0,16.0,0.922177,150.0
41.0,16.0,0.922947,150.0
41.0,16.0,1.008135,150.0
41.0,15.0,0.925141,150.0
41.0,16.0,0.971743,150.0
41.0,16.0,1.120897,150.0
41.0,16.0,1.067519,150.0
41.0,17.0,0.866483,150.0
41.0,16.0,1.008107,150.0
49.0,16.0,1.146633,150.0
49.0,17.0,1.118571,150.0
49.0,16.0,1.213793,150.0
49.0,16.0,1.138524,150.0
49.0,16.0,1.23193,150.0
49.0,17.0,1.22117,150.0
49.0,16.0,1.162388,150.0
49.0,16.0,1.176494,150.0
49.0,16.0,1.163504,150.0
49.0,16.0,1.173677,150.0
58.0,16.0,1.402496,150.0
58.0,17.0,1.402009,150.0
58.0,16.0,1.297217,150.0
58.0,17.0,1.398469,150.0
58.0,17.0,1.318643,150.0
58.0,17.0,1.433169,150.0
58.0,16.0,1.549397,150.0
58.0,16.0,1.454356,150.0
58.0,16.0,1.555859,150.0
58.0,17.0,1.533167,150.0
68.0,16.0,1.78111,150.0
68.0,17.0,1.84793,150.0
68.0,16.0,1.934626,150.0
68.0,16.0,1.80104,150.0
68.0,16.0,1.549542,150.0
68.0,17.0,1.740098,150.0
68.0,17.0,1.640009,150.0
68.0,17.0,1.588329,150.0
68.0,17.0,1.733728,150.0
68.0,16.0,1.651237,150.0
81.0,16.0,2.192207,150.0
81.0,16.0,2.144319,150.0
81.0,17.0,2.099703,150.0
81.0,17.0,2.125726,150.0
81.0,17.0,1.978354,150.0
81.0,17.0,2.261164,150.0
81.0,16.0,2.107056,150.0
81.0,17.0,2.062197,150.0
81.0,16.0,2.028707,150.0
81.0,17.0,2.030941,150.0
96.0,16.0,2.208748,150.0
96.0,17.0,2.401494,150.0
96.0,16.0,2.508662,150.0
96.0,16.0,2.493866,150.0
96.0,17.0,2.368803,150.0
96.0,17.0,2.391538,150.0
96.0,17.0,2.421133,150.0
96.0,17.0,2.471732,150.0
96.0,17.0,2.4727,150.0
96.0,17.0,2.548439,150.0
114.0,18.0,2.891903,150.0
114.0,16.0,2.715081,150.0
114.0,17.0,2.7989,150.0
114.0,16.0,2.862507,150.0
114.0,17.0,3.015808,150.0
114.0,17.0,2.99942,150.0
114.0,17.0,2.891315,150.0
114.0,17.0,2.858685,150.0
114.0,17.0,2.845179,150.0
114.0,17.0,2.840527,150.0
135.0,17.0,3.256658,150.0
135.0,16.0,3.283266,150.0
135.0,16.0,3.37622,150.0
135.0,16.0,2.973019,150.0
135.0,16.0,3.499563,150.0
135.0,17.0,3.495561,150.0
135.0,18.0,3.566573,150.0
135.0,16.0,3.325145,150.0
135.0,17.0,3.534719,150.0
135.0,17.0,3.346151,150.0
160.0,18.0,4.168412,150.0
160.0,16.0,4.041849,150.0
160.0,17.0,4.155037,150.0
160.0,17.0,4.04747,150.0
160.0,16.0,3.929862,150.0
160.0,16.0,4.219309,150.0
160.0,18.0,4.090265,150.0
160.0,17.0,3.817771,150.0
160.0,17.0,4.302631,150.0
160.0,18.0,4.143743,150.0
190.0,17.0,4.755174,150.0
190.0,18.0,4.862329,150.0
190.0,17.0,4.791879,150.0
190.0,16.0,4.447184,150.0
190.0,17.0,4.802036,150.0
190.0,18.0,4.892795,150.0
190.0,17.0,4.644674,150.0
190.0,17.0,5.036001,150.0
190.0,17.0,4.731049,150.0
190.0,16.0,4.699675,150.0
225.0,18.0,6.056776,150.0
225.0,17.0,5.762721,150.0
225.0,17.0,5.58735,150.0
225.0,17.0,5.58961,150.0
225.0,16.0,5.599175,150.0
225.0,18.0,6.004348,150.0
225.0,16.0,5.620956,150.0
225.0,17.0,5.907028,150.0
225.0,16.0,5.966276,150.0
225.0,17.0,6.127336,150.0
266.0,17.0,6.577041,150.0
266.0,16.0,6.907611,150.0
266.0,15.0,6.698489,150.0
266.0,17.0,6.6489,150.0
266.0,17.0,6.353464,150.0
266.0,17.0,6.999614,150.0
266.0,17.0,7.157759,150.0
266.0,18.0,6.980559,150.0
266.0,17.0,6.170164,150.0
266.0,16.0,6.815355,150.0
315.0,17.0,7.97175,150.0
315.0,17.0,7.668606,150.0
315.0,17.0,8.128556,150.0
315.0,18.0,7.809732,150.0
315.0,17.0,7.929187,150.0
315.0,16.0,7.843637,150.0
315.0,17.0,7.751073,150.0
315.0,17.0,7.813578,150.0
315.0,17.0,8.05612,150.0
315.0,17.0,7.640033,150.0
374.0,18.0,9.380527,150.0
374.0,17.0,9.665887,150.0
374.0,16.0,9.373642,150.0
374.0,17.0,9.734858,150.0
374.0,17.0,8.468675,150.0
374.0,17.0,9.485321,150.0
374.0,17.0,9.412676,150.0
374.0,18.0,10.028595,150.0
374.0,17.0,9.886839,150.0
374.0,18.0,9.428372,150.0
443.0,17.0,10.638007,150.0
443.0,17.0,11.777747,150.0
443.0,18.0,11.791987,150.0
443.0,17.0,11.356495,150.0
443.0,18.0,11.793716,150.0
443.0,17.0,12.295947,150.0
443.0,17.0,13.510992,150.0
443.0,17.0,12.190834,150.0
443.0,17.0,13.153372,150.0
443.0,18.0,13.149429,150.0
524.0,17.0,15.030719,150.0
524.0,17.0,15.093048,150.0
524.0,17.0,14.908621,150.0
524.0,18.0,15.592355,150.0
524.0,18.0,14.572727,150.0
524.0,17.0,14.965146,150.0
524.0,17.0,15.221411,150.0
524.0,17.0,15.058987,150.0
524.0,18.0,15.71338,150.0
524.0,18.0,14.437773,150.0
621.0,18.0,16.552854,150.0
621.0,18.0,16.282402,150.0
621.0,18.0,16.835498,150.0
621.0,17.0,15.827189,150.0
621.0,18.0,16.622372,150.0
621.0,17.0,16.500565,150.0
621.0,17.0,15.708826,150.0
621.0,17.0,16.521136,150.0
621.0,17.0,16.743131,150.0
621.0,18.0,16.804455,150.0
736.0,17.0,19.590469,150.0
736.0,18.0,19.967052,150.0
736.0,18.0,18.41085,150.0
736.0,18.0,19.512871,150.0
736.0,18.0,20.018154,150.0
736.0,18.0,20.264056,150.0
736.0,17.0,19.375091,150.0
736.0,18.0,20.685472,150.0
736.0,17.0,19.59084,150.0
736.0,17.0,18.810085,150.0
871.0,19.0,23.961717,150.0
871.0,19.0,24.007127,150.0
871.0,18.0,22.894048,150.0
871.0,16.0,22.473437,150.0
871.0,19.0,25.032459,150.0
871.0,18.0,23.673585,150.0
871.0,16.0,21.841125,150.0
871.0,18.0,24.195219,150.0
871.0,18.0,24.927003,150.0
871.0,18.0,23.667359,150.0
1032.0,17.0,27.732713,150.0
1032.0,18.0,28.399382,150.0
1032.0,18.0,29.035621,150.0
1032.0,17.0,29.124379,150.0
1032.0,17.0,30.360528,150.0
1032.0,17.0,28.436116,150.0
1032.0,17.0,29.309135,150.0
1032.0,17.0,28.967755,150.0
1032.0,16.0,28.147122,150.0
1032.0,18.0,28.950421,150.0
1223.0,16.0,33.999787,150.0
1223.0,17.0,33.379365,150.0
1223.0,18.0,34.880166,150.0
1223.0,18.0,35.690187,150.0
1223.0,17.0,33.524886,150.0
1223.0,17.0,33.105849,150.0
1223.0,18.0,33.154844,150.0
1223.0,17.0,32.268146,150.0
1223.0,18.0,34.584626,150.0
1223.0,17.0,32.331245,150.0
1448.0,17.0,38.439365,150.0
1448.0,17.0,39.182038,150.0
1448.0,17.0,40.617982,150.0
1448.0,17.0,38.260102,150.0
1448.0,18.0,40.928311,150.0
1448.0,18.0,40.425589,150.0
1448.0,17.0,39.738263,150.0
1448.0,18.0,40.90886,150.0
1448.0,17.0,39.760285,150.0
1448.0,17.0,38.488548,150.0
1715.0,17.0,46.421966,150.0
1715.0,17.0,47.473346,150.0
1715.0,17.0,46.890907,150.0
1715.0,17.0,46.537424,150.0
1715.0,17.0,45.443565,150.0
1715.0,17.0,45.341939,150.0
1715.0,17.0,46.409243,150.0
1715.0,17.0,46.70578,150.0
1715.0,17.0,46.138833,150.0
1715.0,17.0,45.83657,150.0
2032.0,18.0,55.954217,150.0
2032.0,18.0,55.446071,150.0
2032.0,18.0,55.396261,150.0
2032.0,18.0,56.334963,150.0
2032.0,18.0,56.114098,150.0
2032.0,17.0,55.080036,150.0
2032.0,17.0,55.001421,150.0
2032.0,17.0,55.509778,150.0
2032.0,17.0,54.402433,150.0
2032.0,17.0,55.037995,150.0
2407.0,17.0,66.168177,150.0
2407.0,17.0,63.998283,150.0
2407.0,17.0,65.3797,150.0
2407.0,17.0,63.422348,150.0
2407.0,18.0,65.31504,150.0
2407.0,17.0,63.935488,150.0
2407.0,18.0,66.508106,150.0
2407.0,18.0,65.412548,150.0
2407.0,18.0,65.097442,150.0
2407.0,18.0,64.942464,150.0
2851.0,17.0,78.469653,150.0
2851.0,17.0,78.801766,150.0
2851.0,17.0,77.633457,150.0
2851.0,17.0,79.091209,150.0
2851.0,17.0,79.02854,150.0
2851.0,17.0,78.27369,150.0
2851.0,17.0,79.169649,150.0
2851.0,17.0,77.501103,150.0
2851.0,17.0,79.148145,150.0
2851.0,17.0,80.102566,150.0
3377.0,17.0,93.469149,150.0
3377.0,17.0,92.720595,150.0
3377.0,17.0,93.246856,150.0
3377.0,17.0,92.121508,150.0
3377.0,17.0,92.801286,150.0
3377.0,18.0,92.283486,150.0
3377.0,18.0,94.623636,150.0
3377.0,18.0,92.156154,150.0
3377.0,18.0,91.025128,150.0
3377.0,18.0,94.23127,150.0
4000.0,18.0,111.721981,150.0
4000.0,18.0,110.386024,150.0
4000.0,18.0,108.089853,150.0
4000.0,18.0,111.03416,150.0
4000.0,18.0,112.95996,150.0
4000.0,18.0,112.704773,150.0
4000.0,18.0,112.172131,150.0
4000.0,18.0,110.676578,150.0
4000.0,18.0,110.1635,150.0
4000.0,18.0,112.870689,150.0
1.0,11.0,0.017606,200.0
1.0,12.0,0.018219,200.0
1.0,12.0,0.01769,200.0
1.0,11.0,0.024843,200.0
1.0,11.0,0.01896,200.0
1.0,11.0,0.024103,200.0
1.0,11.0,0.029723,200.0
1.0,11.0,0.02601,200.0
1.0,11.0,0.025223,200.0
1.0,12.0,0.025749,200.0
2.0,12.0,0.053042,200.0
2.0,12.0,0.05391,200.0
2.0,12.0,0.048263,200.0
2.0,13.0,0.050542,200.0
2.0,12.0,0.0491,200.0
2.0,13.0,0.054015,200.0
2.0,14.0,0.055777,200.0
2.0,11.0,0.043859,200.0
2.0,12.0,0.054301,200.0
2.0,11.0,0.04924,200.0
3.0,13.0,0.076391,200.0
3.0,12.0,0.078936,200.0
3.0,13.0,0.084668,200.0
3.0,12.0,0.073137,200.0
3.0,13.0,0.054288,200.0
3.0,12.0,0.08244,200.0
3.0,12.0,0.081789,200.0
3.0,12.0,0.076042,200.0
3.0,12.0,0.078756,200.0
3.0,12.0,0.079857,200.0
4.0,12.0,0.117675,200.0
4.0,13.0,0.11119,200.0
4.0,13.0,0.119947,200.0
4.0,13.0,0.122585,200.0
4.0,13.0,0.104083,200.0
4.0,13.0,0.10348,200.0
4.0,13.0,0.088729,200.0
4.0,13.0,0.10821,200.0
4.0,14.0,0.111311,200.0
4.0,13.0,0.103412,200.0
5.0,13.0,0.127526,200.0
5.0,14.0,0.135217,200.0
5.0,13.0,0.13081,200.0
5.0,13.0,0.129629,200.0
5.0,14.0,0.153733,200.0
5.0,13.0,0.128256,200.0
5.0,14.0,0.128611,200.0
5.0,13.0,0.14186,200.0
5.0,13.0,0.139507,200.0
5.0,12.0,0.131267,200.0
6.0,13.0,0.161236,200.0
6.0,13.0,0.133853,200.0
6.0,14.0,0.157975,200.0
6.0,13.0,0.163832,200.0
6.0,13.0,0.165922,200.0
6.0,14.0,0.163313,200.0
6.0,13.0,0.158487,200.0
6.0,13.0,0.14156,200.0
6.0,13.0,0.156027,200.0
6.0,14.0,0.148304,200.0
7.0,13.0,0.193146,200.0
7.0,14.0,0.185094,200.0
7.0,13.0,0.197249,200.0
7.0,13.0,0.189417,200.0
7.0,13.0,0.212338,200.0
7.0,13.0,0.219991,200.0
7.0,13.0,0.173555,200.0
7.0,13.0,0.190249,200.0
7.0,13.0,0.208727,200.0
7.0,13.0,0.193073,200.0
9.0,14.0,0.255176,200.0
9.0,14.0,0.256606,200.0
9.0,14.0,0.307211,200.0
9.0,15.0,0.247303,200.0
9.0,14.0,0.251671,200.0
9.0,15.0,0.262954,200.0
9.0,14.0,0.249369,200.0
9.0,14.0,0.274826,200.0
9.0,14.0,0.186868,200.0
9.0,14.0,0.262395,200.0
10.0,14.0,0.284535,200.0
10.0,13.0,0.294995,200.0
10.0,14.0,0.275531,200.0
10.0,14.0,0.289349,200.0
10.0,14.0,0.2813,200.0
10.0,15.0,0.279085,200.0
10.0,14.0,0.304323,200.0
10.0,14.0,0.280117,200.0
10.0,13.0,0.262818,200.0
10.0,13.0,0.268644,200.0
12.0,15.0,0.317588,200.0
12.0,15.0,0.245681,200.0
12.0,14.0,0.353496,200.0
12.0,14.0,0.338266,200.0
12.0,15.0,0.384679,200.0
12.0,15.0,0.357051,200.0
12.0,14.0,0.342776,200.0
12.0,14.0,0.288141,200.0
12.0,15.0,0.345843,200.0
12.0,14.0,0.338668,200.0
15.0,14.0,0.482512,200.0
15.0,14.0,0.423027,200.0
15.0,14.0,0.42182,200.0
15.0,15.0,0.444049,200.0
15.0,15.0,0.470187,200.0
15.0,14.0,0.427531,200.0
15.0,14.0,0.40593,200.0
15.0,15.0,0.39141,200.0
15.0,15.0,0.341294,200.0
15.0,14.0,0.459075,200.0
17.0,16.0,0.499042,200.0
17.0,14.0,0.511532,200.0
17.0,15.0,0.511959,200.0
17.0,15.0,0.520164,200.0
17.0,14.0,0.484581,200.0
17.0,15.0,0.52836,200.0
17.0,15.0,0.484441,200.0
17.0,14.0,0.493129,200.0
17.0,14.0,0.491415,200.0
17.0,14.0,0.525879,200.0
21.0,16.0,0.627658,200.0
21.0,14.0,0.452543,200.0
21.0,15.0,0.628468,200.0
21.0,15.0,0.601159,200.0
21.0,15.0,0.656285,200.0
21.0,16.0,0.609316,200.0
21.0,15.0,0.641178,200.0
21.0,14.0,0.661408,200.0
21.0,15.0,0.502697,200.0
21.0,15.0,0.611227,200.0
24.0,15.0,0.737531,200.0
24.0,15.0,0.734116,200.0
24.0,15.0,0.748167,200.0
24.0,15.0,0.728463,200.0
24.0,15.0,0.667554,200.0
24.0,16.0,0.734826,200.0
24.0,16.0,0.697115,200.0
24.0,15.0,0.714309,200.0
24.0,16.0,0.684873,200.0
24.0,14.0,0.714167,200.0
29.0,16.0,0.928555,200.0
29.0,16.0,0.664444,200.0
29.0,16.0,0.889319,200.0
29.0,15.0,0.862355,200.0
29.0,15.0,0.850412,200.0
29.0,16.0,0.928822,200.0
29.0,16.0,0.951321,200.0
29.0,16.0,0.842556,200.0
29.0,16.0,0.866451,200.0
29.0,15.0,0.868177,200.0
34.0,17.0,1.056513,200.0
34.0,15.0,1.019772,200.0
34.0,16.0,0.855822,200.0
34.0,16.0,1.033005,200.0
34.0,16.0,1.028582,200.0
34.0,16.0,1.146244,200.0
34.0,16.0,1.113611,200.0
34.0,16.0,1.034364,200.0
34.0,16.0,1.142058,200.0
34.0,16.0,1.0176,200.0
41.0,15.0,0.906837,200.0
41.0,16.0,1.347831,200.0
41.0,15.0,1.228228,200.0
41.0,16.0,1.244346,200.0
41.0,15.0,1.233417,200.0
41.0,16.0,1.363735,200.0
41.0,16.0,1.265854,200.0
41.0,17.0,1.327733,200.0
41.0,16.0,1.145535,200.0
41.0,16.0,1.191865,200.0
49.0,16.0,1.50352,200.0
49.0,15.0,1.507537,200.0
49.0,15.0,1.610878,200.0
49.0,17.0,1.517612,200.0
49.0,16.0,1.47782,200.0
49.0,17.0,1.606093,200.0
49.0,16.0,1.547422,200.0
49.0,16.0,1.55159,200.0
49.0,16.0,1.263866,200.0
49.0,16.0,1.464735,200.0
58.0,17.0,2.003132,200.0
58.0,16.0,1.832837,200.0
58.0,16.0,1.855026,200.0
58.0,17.0,1.754881,200.0
58.0,16.0,1.682623,200.0
58.0,16.0,1.718978,200.0
58.0,16.0,1.993388,200.0
58.0,16.0,1.910285,200.0
58.0,17.0,1.885237,200.0
58.0,16.0,1.752672,200.0
68.0,17.0,2.162492,200.0
68.0,16.0,2.115132,200.0
68.0,16.0,2.127233,200.0
68.0,16.0,2.172085,200.0
68.0,17.0,2.089015,200.0
68.0,17.0,2.199159,200.0
68.0,17.0,2.185548,200.0
68.0,17.0,2.387079,200.0
68.0,17.0,1.736164,200.0
68.0,17.0,2.042167,200.0
81.0,17.0,2.606742,200.0
81.0,17.0,2.831654,200.0
81.0,16.0,2.616429,200.0
81.0,16.0,2.830157,200.0
81.0,16.0,2.21019,200.0
81.0,17.0,2.65254,200.0
81.0,18.0,2.791908,200.0
81.0,17.0,2.522607,200.0
81.0,17.0,2.881571,200.0
81.0,16.0,2.486428,200.0
96.0,17.0,3.198487,200.0
96.0,16.0,3.039706,200.0
96.0,17.0,3.291215,200.0
96.0,17.0,3.291048,200.0
96.0,17.0,3.143451,200.0
96.0,17.0,3.249372,200.0
96.0,17.0,3.169179,200.0
96.0,16.0,3.258571,200.0
96.0,17.0,2.782007,200.0
96.0,17.0,3.092139,200.0
114.0,18.0,3.65369,200.0
114.0,17.0,3.85327,200.0
114.0,17.0,3.900777,200.0
114.0,18.0,3.397528,200.0
114.0,18.0,3.866995,200.0
114.0,18.0,3.892359,200.0
114.0,17.0,3.97281,200.0
114.0,17.0,3.844008,200.0
114.0,17.0,3.983372,200.0
114.0,17.0,3.694238,200.0
135.0,17.0,4.117637,200.0
135.0,17.0,4.761511,200.0
135.0,19.0,4.302299,200.0
135.0,17.0,4.801824,200.0
135.0,17.0,4.418851,200.0
135.0,16.0,4.30368,200.0
135.0,18.0,4.852883,200.0
135.0,17.0,4.790131,200.0
135.0,16.0,4.874725,200.0
135.0,17.0,5.101943,200.0
160.0,18.0,5.642492,200.0
160.0,17.0,5.781023,200.0
160.0,17.0,5.70927,200.0
160.0,18.0,5.910532,200.0
160.0,17.0,5.575467,200.0
160.0,16.0,5.355661,200.0
160.0,17.0,5.72199,200.0
160.0,16.0,5.3476,200.0
160.0,18.0,5.369855,200.0
160.0,17.0,5.548234,200.0
190.0,17.0,6.052128,200.0
190.0,17.0,6.795544,200.0
190.0,18.0,6.587004,200.0
190.0,17.0,6.511983,200.0
190.0,17.0,6.438228,200.0
190.0,17.0,6.171131,200.0
190.0,17.0,6.389252,200.0
190.0,17.0,6.764833,200.0
190.0,17.0,6.709074,200.0
190.0,17.0,6.54454,200.0
225.0,18.0,7.821558,200.0
225.0,17.0,7.857648,200.0
225.0,17.0,7.576106,200.0
225.0,17.0,7.39451,200.0
225.0,17.0,7.567324,200.0
225.0,17.0,7.622305,200.0
225.0,18.0,7.875882,200.0
225.0,18.0,8.047903,200.0
225.0,17.0,7.145218,200.0
225.0,16.0,7.628295,200.0
266.0,17.0,8.098736,200.0
266.0,17.0,9.056197,200.0
266.0,17.0,9.014854,200.0
266.0,17.0,8.271195,200.0
266.0,19.0,9.281489,200.0
266.0,18.0,9.635757,200.0
266.0,17.0,9.004631,200.0
266.0,18.0,8.135326,200.0
266.0,17.0,9.274588,200.0
266.0,17.0,7.836815,200.0
315.0,18.0,11.271968,200.0
315.0,17.0,10.325167,200.0
315.0,18.0,11.20255,200.0
315.0,16.0,10.588728,200.0
315.0,17.0,10.650223,200.0
315.0,18.0,10.853134,200.0
315.0,17.0,10.583002,200.0
315.0,18.0,10.422647,200.0
315.0,17.0,10.691758,200.0
315.0,17.0,9.99781,200.0
374.0,18.0,14.282625,200.0
374.0,17.0,14.921679,200.0
374.0,18.0,14.066346,200.0
374.0,17.0,15.065191,200.0
374.0,17.0,14.283074,200.0
374.0,18.0,14.898713,200.0
374.0,18.0,14.096682,200.0
374.0,18.0,14.644142,200.0
374.0,18.0,15.049391,200.0
374.0,17.0,14.526887,200.0
443.0,18.0,17.56594,200.0
443.0,18.0,17.134607,200.0
443.0,17.0,17.119634,200.0
443.0,18.0,16.722093,200.0
443.0,17.0,16.475333,200.0
443.0,18.0,16.764906,200.0
