Iterations,Markets visited,runtimes,population_size
1448.0,18.0,24.571134,100.0
1448.0,17.0,20.808167,100.0
1448.0,18.0,22.957837,100.0
1448.0,18.0,23.820083,100.0
1448.0,18.0,23.251001,100.0
1448.0,18.0,23.228187,100.0
1448.0,16.0,22.680348,100.0
1448.0,16.0,22.762582,100.0
1715.0,16.0,26.713282,100.0
1715.0,18.0,27.699234,100.0
1715.0,18.0,26.008275,100.0
1715.0,16.0,27.154924,100.0
1715.0,18.0,26.946372,100.0
1715.0,18.0,27.293267,100.0
1715.0,17.0,27.05083,100.0
1715.0,16.0,26.41968,100.0
1715.0,18.0,28.093596,100.0
1715.0,16.0,26.830143,100.0
2032.0,17.0,32.223507,100.0
2032.0,17.0,33.047462,100.0
2032.0,17.0,29.178365,100.0
2032.0,17.0,32.82341,100.0
2032.0,16.0,31.899862,100.0
2032.0,18.0,32.699051,100.0
2032.0,18.0,33.39098,100.0
2032.0,18.0,33.613017,100.0
2032.0,18.0,32.220523,100.0
2032.0,18.0,34.546735,100.0
2407.0,18.0,38.933172,100.0
2407.0,18.0,38.432169,100.0
2407.0,18.0,39.83393,100.0
2407.0,18.0,40.039335,100.0
2407.0,18.0,40.233069,100.0
2407.0,18.0,37.712973,100.0
2407.0,18.0,39.093631,100.0
2407.0,18.0,37.693375,100.0
2407.0,18.0,38.399294,100.0
2407.0,18.0,38.670424,100.0
2851.0,18.0,45.522997,100.0
2851.0,18.0,47.42993,100.0
2851.0,18.0,45.415084,100.0
2851.0,18.0,44.865157,100.0
2851.0,18.0,46.861686,100.0
2851.0,18.0,44.595034,100.0
2851.0,18.0,43.272297,100.0
2851.0,18.0,46.284114,100.0
2851.0,18.0,47.74253,100.0
2851.0,18.0,44.864164,100.0
3377.0,16.0,54.105929,100.0
3377.0,16.0,53.277838,100.0
3377.0,16.0,52.96248,100.0
3377.0,16.0,52.83314,100.0
3377.0,16.0,49.449294,100.0
3377.0,17.0,54.269032,100.0
3377.0,17.0,54.555685,100.0
3377.0,17.0,54.139211,100.0
3377.0,17.0,52.640979,100.0
3377.0,17.0,55.922981,100.0
4000.0,17.0,62.155558,100.0
4000.0,17.0,63.224678,100.0
4000.0,17.0,65.410501,100.0
4000.0,17.0,63.231487,100.0
4000.0,17.0,62.62284,100.0
4000.0,17.0,65.689578,100.0
4000.0,17.0,64.518536,100.0
4000.0,17.0,65.598319,100.0
4000.0,17.0,63.062922,100.0
4000.0,17.0,62.449238,100.0
1.0,11.0,0.01357,150.0
1.0,13.0,0.016757,150.0
1.0,13.0,0.01284,150.0
1.0,11.0,0.012374,150.0
1.0,11.0,0.020212,150.0
1.0,10.0,0.018219,150.0
1.0,11.0,0.024082,150.0
1.0,11.0,0.019623,150.0
1.0,11.0,0.021683,150.0
1.0,11.0,0.019555,150.0
2.0,12.0,0.037916,150.0
2.0,12.0,0.039169,150.0
2.0,11.0,0.040397,150.0
2.0,11.0,0.039979,150.0
2.0,13.0,0.039728,150.0
2.0,13.0,0.037978,150.0
2.0,12.0,0.043841,150.0
2.0,12.0,0.058358,150.0
2.0,13.0,0.031767,150.0
2.0,12.0,0.038738,150.0
3.0,13.0,0.059652,150.0
3.0,12.0,0.061634,150.0
3.0,12.0,0.070156,150.0
3.0,12.0,0.063377,150.0
3.0,12.0,0.061128,150.0
3.0,12.0,0.059294,150.0
3.0,12.0,0.064342,150.0
3.0,12.0,0.060739,150.0
3.0,12.0,0.063358,150.0
3.0,13.0,0.063419,150.0
4.0,12.0,0.082652,150.0
4.0,12.0,0.072174,150.0
4.0,13.0,0.080947,150.0
4.0,12.0,0.078079,150.0
4.0,12.0,0.080978,150.0
4.0,12.0,0.082513,150.0
4.0,12.0,0.077213,150.0
4.0,12.0,0.084308,150.0
4.0,13.0,0.079889,150.0
4.0,13.0,0.083465,150.0
5.0,13.0,0.071277,150.0
5.0,12.0,0.107838,150.0
5.0,14.0,0.106172,150.0
5.0,13.0,0.100986,150.0
5.0,13.0,0.105549,150.0
5.0,13.0,0.105447,150.0
5.0,13.0,0.105569,150.0
5.0,13.0,0.105873,150.0
5.0,13.0,0.106442,150.0
5.0,13.0,0.100476,150.0
6.0,13.0,0.137829,150.0
6.0,12.0,0.123003,150.0
6.0,14.0,0.125739,150.0
6.0,13.0,0.0966,150.0
6.0,14.0,0.135811,150.0
6.0,14.0,0.130308,150.0
6.0,14.0,0.122382,150.0
6.0,14.0,0.076865,150.0
6.0,14.0,0.13324,150.0
6.0,15.0,0.133746,150.0
7.0,14.0,0.143337,150.0
7.0,13.0,0.153851,150.0
7.0,13.0,0.156451,150.0
7.0,13.0,0.143989,150.0
7.0,12.0,0.153698,150.0
7.0,14.0,0.127847,150.0
7.0,12.0,0.159181,150.0
7.0,13.0,0.168254,150.0
7.0,13.0,0.15073,150.0
7.0,13.0,0.151307,150.0
9.0,14.0,0.23958,150.0
9.0,14.0,0.226498,150.0
9.0,13.0,0.186408,150.0
9.0,13.0,0.197734,150.0
9.0,14.0,0.155653,150.0
9.0,13.0,0.219193,150.0
9.0,14.0,0.218099,150.0
9.0,13.0,0.202269,150.0
9.0,13.0,0.194076,150.0
9.0,13.0,0.268328,150.0
10.0,13.0,0.220825,150.0
10.0,14.0,0.210521,150.0
10.0,13.0,0.217438,150.0
10.0,14.0,0.28819,150.0
10.0,13.0,0.218297,150.0
10.0,14.0,0.220609,150.0
10.0,14.0,0.251048,150.0
10.0,13.0,0.20312,150.0
10.0,15.0,0.202306,150.0
10.0,14.0,0.212972,150.0
12.0,14.0,0.260782,150.0
12.0,14.0,0.344544,150.0
12.0,14.0,0.267721,150.0
12.0,13.0,0.235354,150.0
12.0,15.0,0.265243,150.0
12.0,14.0,0.283074,150.0
12.0,14.0,0.261461,150.0
12.0,15.0,0.265851,150.0
12.0,13.0,0.339314,150.0
12.0,14.0,0.369771,150.0
15.0,14.0,0.333588,150.0
15.0,14.0,0.369178,150.0
15.0,15.0,0.320708,150.0
15.0,15.0,0.357462,150.0
15.0,14.0,0.251143,150.0
15.0,14.0,0.381098,150.0
15.0,15.0,0.329711,150.0
15.0,14.0,0.306094,150.0
15.0,14.0,0.335373,150.0
15.0,14.0,0.37159,150.0
17.0,14.0,0.365206,150.0
17.0,15.0,0.647591,150.0
17.0,15.0,0.319877,150.0
17.0,15.0,0.367944,150.0
17.0,15.0,0.486969,150.0
17.0,15.0,0.362473,150.0
17.0,15.0,0.363843,150.0
17.0,14.0,0.518285,150.0
17.0,15.0,0.363795,150.0
17.0,14.0,0.444011,150.0
21.0,15.0,0.452778,150.0
21.0,15.0,0.412848,150.0
21.0,15.0,0.65503,150.0
21.0,15.0,0.479751,150.0
21.0,15.0,0.469298,150.0
21.0,17.0,0.490184,150.0
21.0,16.0,0.458652,150.0
21.0,14.0,0.42353,150.0
21.0,15.0,0.484835,150.0
21.0,15.0,0.472766,150.0
24.0,16.0,0.571777,150.0
24.0,15.0,0.552371,150.0
24.0,16.0,0.563549,150.0
24.0,15.0,0.486582,150.0
24.0,15.0,0.536163,150.0
24.0,16.0,0.533623,150.0
24.0,16.0,0.526769,150.0
24.0,15.0,0.555435,150.0
24.0,15.0,0.545401,150.0
24.0,15.0,0.498512,150.0
29.0,15.0,0.751399,150.0
29.0,16.0,0.664123,150.0
29.0,16.0,0.640048,150.0
29.0,15.0,0.729938,150.0
29.0,17.0,0.742703,150.0
29.0,15.0,0.704835,150.0
29.0,15.0,0.65265,150.0
29.0,15.0,0.651409,150.0
29.0,15.0,0.668848,150.0
29.0,15.0,0.634643,150.0
34.0,15.0,0.738082,150.0
34.0,15.0,0.55065,150.0
34.0,15.0,0.768474,150.0
34.0,16.0,0.777277,150.0
34.0,16.0,0.805926,150.0
34.0,17.0,0.836497,150.0
34.0,15.0,0.838476,150.0
34.0,15.0,0.668003,150.0
34.0,15.0,0.78537,150.0
34.0,16.0,0.854885,150.0
41.0,16.0,0.992891,150.0
41.0,15.0,0.999065,150.0
41.0,17.0,1.027192,150.0
41.0,16.0,1.032242,150.0
41.0,16.0,0.954317,150.0
41.0,15.0,0.959047,150.0
41.0,16.0,1.012751,150.0
41.0,15.0,0.96289,150.0
41.0,16.0,0.815508,150.0
41.0,16.0,0.998979,150.0
49.0,16.0,1.246452,150.0
49.0,16.0,1.145833,150.0
49.0,17.0,1.177796,150.0
49.0,17.0,1.247577,150.0
49.0,17.0,1.347577,150.0
49.0,16.0,1.143252,150.0
49.0,16.0,1.05422,150.0
49.0,16.0,1.144841,150.0
49.0,17.0,1.153475,150.0
49.0,15.0,1.115074,150.0
58.0,16.0,1.425145,150.0
58.0,17.0,1.41673,150.0
58.0,16.0,1.346485,150.0
58.0,16.0,1.38578,150.0
58.0,17.0,1.508445,150.0
58.0,15.0,1.363998,150.0
58.0,17.0,1.526419,150.0
58.0,17.0,1.406093,150.0
58.0,17.0,1.391359,150.0
58.0,16.0,1.509717,150.0
68.0,17.0,1.698717,150.0
68.0,17.0,1.639435,150.0
68.0,16.0,1.530354,150.0
68.0,16.0,1.69112,150.0
68.0,17.0,1.545245,150.0
68.0,16.0,1.661336,150.0
68.0,17.0,1.611298,150.0
68.0,16.0,1.664619,150.0
68.0,17.0,1.685327,150.0
68.0,16.0,1.842827,150.0
81.0,17.0,2.032796,150.0
81.0,17.0,2.235771,150.0
81.0,16.0,1.972737,150.0
81.0,17.0,1.971145,150.0
81.0,16.0,2.071711,150.0
81.0,16.0,2.242312,150.0
81.0,17.0,2.033073,150.0
81.0,16.0,1.98048,150.0
81.0,17.0,1.961079,150.0
81.0,17.0,1.835565,150.0
96.0,16.0,2.296143,150.0
96.0,17.0,2.417132,150.0
96.0,17.0,2.471101,150.0
96.0,16.0,2.282817,150.0
96.0,15.0,2.34867,150.0
96.0,16.0,2.489152,150.0
96.0,16.0,2.35996,150.0
96.0,17.0,2.37751,150.0
96.0,17.0,2.377213,150.0
96.0,17.0,2.442599,150.0
114.0,17.0,2.901182,150.0
114.0,17.0,2.858791,150.0
114.0,17.0,2.779636,150.0
114.0,18.0,2.941567,150.0
114.0,17.0,2.52849,150.0
114.0,17.0,2.816089,150.0
114.0,16.0,2.788117,150.0
114.0,17.0,2.886926,150.0
114.0,17.0,2.693854,150.0
114.0,17.0,2.916171,150.0
135.0,17.0,3.369534,150.0
135.0,16.0,3.359616,150.0
135.0,17.0,3.415961,150.0
135.0,16.0,3.479276,150.0
135.0,17.0,3.386909,150.0
135.0,15.0,3.282224,150.0
135.0,15.0,2.814201,150.0
135.0,17.0,3.395453,150.0
135.0,16.0,3.464071,150.0
135.0,16.0,3.489026,150.0
160.0,17.0,4.106988,150.0
160.0,16.0,4.018921,150.0
160.0,17.0,4.002901,150.0
160.0,17.0,4.093793,150.0
160.0,16.0,4.098464,150.0
160.0,16.0,3.895151,150.0
160.0,17.0,4.262539,150.0
160.0,17.0,4.089357,150.0
160.0,17.0,4.194829,150.0
160.0,16.0,4.054563,150.0
190.0,17.0,4.783085,150.0
190.0,17.0,4.820011,150.0
190.0,17.0,4.863445,150.0
190.0,17.0,5.053662,150.0
190.0,16.0,4.866925,150.0
190.0,16.0,4.774294,150.0
190.0,17.0,4.848076,150.0
190.0,16.0,4.929658,150.0
190.0,16.0,4.695506,150.0
190.0,17.0,4.544121,150.0
225.0,17.0,5.940805,150.0
225.0,17.0,6.026307,150.0
225.0,17.0,5.870464,150.0
225.0,17.0,5.929426,150.0
225.0,17.0,5.692876,150.0
225.0,16.0,5.609624,150.0
225.0,17.0,5.692184,150.0
225.0,17.0,5.781158,150.0
225.0,17.0,5.774534,150.0
225.0,17.0,6.340948,150.0
266.0,17.0,6.948586,150.0
266.0,17.0,6.775638,150.0
266.0,16.0,6.792916,150.0
266.0,17.0,6.584848,150.0
266.0,17.0,6.905923,150.0
266.0,17.0,7.010844,150.0
266.0,17.0,7.10259,150.0
266.0,16.0,7.077319,150.0
266.0,17.0,7.076375,150.0
266.0,17.0,7.245424,150.0
315.0,17.0,7.593931,150.0
315.0,16.0,8.069803,150.0
315.0,18.0,8.607754,150.0
315.0,18.0,8.822903,150.0
315.0,17.0,8.141455,150.0
315.0,18.0,8.916766,150.0
315.0,17.0,7.724545,150.0
315.0,17.0,8.145732,150.0
315.0,17.0,8.390655,150.0
315.0,17.0,8.788787,150.0
374.0,17.0,9.526428,150.0
374.0,18.0,8.634368,150.0
374.0,17.0,9.358609,150.0
374.0,18.0,10.07691,150.0
374.0,17.0,10.330245,150.0
374.0,17.0,9.78922,150.0
374.0,16.0,10.084389,150.0
374.0,17.0,10.08709,150.0
374.0,16.0,9.439052,150.0
374.0,18.0,9.831605,150.0
443.0,17.0,11.634316,150.0
443.0,17.0,12.109152,150.0
443.0,18.0,11.305436,150.0
443.0,16.0,11.165437,150.0
443.0,16.0,10.821871,150.0
443.0,17.0,11.554107,150.0
443.0,17.0,10.811768,150.0
443.0,18.0,12.030011,150.0
443.0,19.0,12.014302,150.0
443.0,17.0,11.384279,150.0
524.0,18.0,13.257363,150.0
524.0,17.0,11.150802,150.0
524.0,18.0,13.356606,150.0
524.0,18.0,14.042957,150.0
524.0,17.0,13.120973,150.0
524.0,17.0,12.961639,150.0
524.0,17.0,13.174615,150.0
524.0,18.0,13.116061,150.0
524.0,17.0,13.485103,150.0
524.0,17.0,13.260463,150.0
621.0,17.0,16.148952,150.0
621.0,17.0,15.841915,150.0
621.0,17.0,15.610115,150.0
621.0,16.0,15.102532,150.0
621.0,16.0,15.541798,150.0
621.0,18.0,16.740025,150.0
621.0,17.0,15.905155,150.0
621.0,17.0,16.447785,150.0
621.0,17.0,15.111324,150.0
621.0,17.0,16.061939,150.0
736.0,18.0,19.102845,150.0
736.0,17.0,17.434789,150.0
736.0,18.0,19.37727,150.0
736.0,17.0,18.068158,150.0
736.0,18.0,19.249036,150.0
736.0,18.0,19.449219,150.0
736.0,17.0,18.720003,150.0
736.0,18.0,19.419386,150.0
736.0,18.0,18.476956,150.0
736.0,16.0,17.713743,150.0
871.0,17.0,22.281556,150.0
871.0,18.0,21.461869,150.0
871.0,18.0,22.922309,150.0
871.0,18.0,22.581878,150.0
871.0,18.0,22.258578,150.0
871.0,16.0,21.251916,150.0
871.0,18.0,22.379789,150.0
871.0,16.0,22.170884,150.0
871.0,17.0,19.87148,150.0
871.0,17.0,22.0662,150.0
1032.0,17.0,26.340327,150.0
1032.0,17.0,26.229916,150.0
1032.0,17.0,26.851592,150.0
1032.0,17.0,26.396292,150.0
1032.0,18.0,27.585591,150.0
1032.0,17.0,26.686479,150.0
1032.0,18.0,27.631989,150.0
1032.0,17.0,27.288916,150.0
1032.0,17.0,25.453968,150.0
1032.0,17.0,26.693311,150.0
1223.0,17.0,30.849968,150.0
1223.0,17.0,32.193703,150.0
1223.0,17.0,31.888037,150.0
1223.0,17.0,32.229078,150.0
1223.0,17.0,31.597766,150.0
1223.0,17.0,31.003286,150.0
1223.0,17.0,30.73165,150.0
1223.0,17.0,30.135555,150.0
1223.0,17.0,30.594169,150.0
1223.0,17.0,31.872602,150.0
1448.0,16.0,36.158845,150.0
1448.0,17.0,37.196743,150.0
1448.0,16.0,35.672574,150.0
1448.0,17.0,36.568716,150.0
1448.0,16.0,36.105082,150.0
1448.0,18.0,36.340094,150.0
1448.0,18.0,37.401042,150.0
1448.0,16.0,34.782154,150.0
1448.0,16.0,35.997413,150.0
1448.0,17.0,36.48256,150.0
1715.0,18.0,42.363638,150.0
1715.0,18.0,42.119176,150.0
1715.0,18.0,42.249289,150.0
1715.0,18.0,42.060895,150.0
1715.0,18.0,42.288189,150.0
1715.0,18.0,41.809237,150.0
1715.0,18.0,42.891601,150.0
1715.0,18.0,40.121996,150.0
1715.0,18.0,41.426506,150.0
1715.0,18.0,38.992907,150.0
2032.0,18.0,47.470475,150.0
2032.0,18.0,50.255054,150.0
2032.0,18.0,48.849829,150.0
2032.0,18.0,46.693633,150.0
2032.0,18.0,49.596641,150.0
2032.0,18.0,50.058313,150.0
2032.0,18.0,49.33953,150.0
2032.0,18.0,50.385392,150.0
2032.0,18.0,46.215294,150.0
2032.0,18.0,51.131104,150.0
2407.0,18.0,59.282411,150.0
2407.0,18.0,58.216386,150.0
2407.0,18.0,58.454763,150.0
2407.0,18.0,58.532996,150.0
2407.0,18.0,56.419973,150.0
2407.0,18.0,57.960291,150.0
2407.0,18.0,58.816517,150.0
2407.0,18.0,60.231118,150.0
2407.0,18.0,59.711974,150.0
2407.0,18.0,59.025322,150.0
2851.0,17.0,70.465866,150.0
2851.0,17.0,68.33067,150.0
2851.0,17.0,69.844564,150.0
2851.0,17.0,69.253312,150.0
2851.0,17.0,70.734809,150.0
2851.0,17.0,69.014701,150.0
2851.0,17.0,70.662202,150.0
2851.0,17.0,68.715408,150.0
2851.0,17.0,69.423734,150.0
2851.0,17.0,67.81402,150.0
3377.0,17.0,80.946621,150.0
3377.0,17.0,83.826065,150.0
3377.0,17.0,81.672468,150.0
3377.0,17.0,82.483366,150.0
3377.0,17.0,80.86563,150.0
3377.0,18.0,83.928527,150.0
3377.0,18.0,83.799313,150.0
3377.0,18.0,84.437305,150.0
3377.0,18.0,85.435404,150.0
3377.0,18.0,83.610471,150.0
4000.0,18.0,100.453528,150.0
4000.0,18.0,101.302073,150.0
4000.0,18.0,101.027454,150.0
4000.0,18.0,99.692763,150.0
4000.0,18.0,98.844399,150.0
4000.0,18.0,97.71922,150.0
4000.0,18.0,100.138494,150.0
4000.0,18.0,98.094507,150.0
4000.0,18.0,97.408513,150.0
4000.0,18.0,101.370794,150.0
1.0,11.0,0.01613,200.0
1.0,11.0,0.01665,200.0
1.0,12.0,0.024486,200.0
1.0,12.0,0.025226,200.0
1.0,12.0,0.022176,200.0
1.0,11.0,0.025076,200.0
1.0,11.0,0.026646,200.0
1.0,12.0,0.026425,200.0
1.0,12.0,0.027975,200.0
1.0,12.0,0.025275,200.0
2.0,12.0,0.050081,200.0
2.0,12.0,0.049471,200.0
2.0,12.0,0.050809,200.0
2.0,12.0,0.056297,200.0
2.0,13.0,0.052135,200.0
2.0,11.0,0.05579,200.0
2.0,12.0,0.056108,200.0
2.0,11.0,0.055752,200.0
2.0,11.0,0.037267,200.0
2.0,12.0,0.049874,200.0
3.0,13.0,0.073944,200.0
3.0,13.0,0.081868,200.0
3.0,13.0,0.080629,200.0
3.0,12.0,0.065561,200.0
3.0,12.0,0.082229,200.0
3.0,13.0,0.07701,200.0
3.0,13.0,0.082657,200.0
3.0,12.0,0.077126,200.0
3.0,12.0,0.078917,200.0
3.0,12.0,0.087098,200.0
4.0,13.0,0.11763,200.0
4.0,12.0,0.118637,200.0
4.0,14.0,0.119438,200.0
4.0,13.0,0.10312,200.0
4.0,12.0,0.092204,200.0
4.0,13.0,0.108976,200.0
4.0,12.0,0.109511,200.0
4.0,13.0,0.108236,200.0
4.0,13.0,0.107178,200.0
4.0,14.0,0.10527,200.0
5.0,14.0,0.085317,200.0
5.0,12.0,0.129652,200.0
5.0,12.0,0.13694,200.0
5.0,13.0,0.128698,200.0
5.0,13.0,0.138853,200.0
5.0,13.0,0.131218,200.0
5.0,13.0,0.148214,200.0
5.0,13.0,0.149234,200.0
5.0,13.0,0.079947,200.0
5.0,14.0,0.14062,200.0
6.0,13.0,0.172239,200.0
6.0,13.0,0.156718,200.0
6.0,14.0,0.136978,200.0
6.0,13.0,0.169012,200.0
6.0,13.0,0.15957,200.0
6.0,13.0,0.165957,200.0
6.0,12.0,0.164535,200.0
6.0,13.0,0.153573,200.0
6.0,13.0,0.159314,200.0
6.0,13.0,0.097091,200.0
7.0,14.0,0.193298,200.0
7.0,13.0,0.193947,200.0
7.0,13.0,0.210284,200.0
7.0,13.0,0.210231,200.0
7.0,14.0,0.19723,200.0
7.0,13.0,0.194362,200.0
7.0,13.0,0.197668,200.0
7.0,14.0,0.193495,200.0
7.0,14.0,0.183557,200.0
7.0,13.0,0.193608,200.0
9.0,13.0,0.262528,200.0
9.0,13.0,0.240465,200.0
9.0,14.0,0.246576,200.0
9.0,15.0,0.188791,200.0
9.0,14.0,0.246375,200.0
9.0,13.0,0.163186,200.0
9.0,14.0,0.255005,200.0
9.0,14.0,0.148857,200.0
9.0,14.0,0.25505,200.0
9.0,14.0,0.261829,200.0
10.0,14.0,0.294823,200.0
10.0,14.0,0.310328,200.0
10.0,15.0,0.309457,200.0
10.0,14.0,0.280556,200.0
10.0,14.0,0.272543,200.0
10.0,14.0,0.282856,200.0
10.0,14.0,0.272816,200.0
10.0,14.0,0.255014,200.0
10.0,14.0,0.300246,200.0
10.0,14.0,0.285997,200.0
12.0,14.0,0.344327,200.0
12.0,15.0,0.241952,200.0
12.0,13.0,0.358476,200.0
12.0,14.0,0.3659,200.0
12.0,14.0,0.330706,200.0
12.0,14.0,0.364957,200.0
12.0,15.0,0.367079,200.0
12.0,14.0,0.33102,200.0
12.0,14.0,0.347355,200.0
12.0,14.0,0.20627,200.0
15.0,14.0,0.431015,200.0
15.0,14.0,0.410159,200.0
15.0,14.0,0.443757,200.0
15.0,15.0,0.416608,200.0
15.0,14.0,0.428907,200.0
15.0,14.0,0.426932,200.0
15.0,15.0,0.418732,200.0
15.0,14.0,0.258479,200.0
15.0,15.0,0.451649,200.0
15.0,14.0,0.426968,200.0
17.0,14.0,0.533212,200.0
17.0,15.0,0.502531,200.0
17.0,15.0,0.514932,200.0
17.0,14.0,0.53092,200.0
17.0,15.0,0.485341,200.0
17.0,14.0,0.512853,200.0
17.0,14.0,0.476851,200.0
17.0,15.0,0.467181,200.0
17.0,15.0,0.502939,200.0
17.0,15.0,0.485253,200.0
21.0,15.0,0.622351,200.0
21.0,16.0,0.42108,200.0
21.0,15.0,0.631001,200.0
21.0,15.0,0.606654,200.0
21.0,15.0,0.619746,200.0
21.0,15.0,0.633749,200.0
21.0,15.0,0.584663,200.0
21.0,15.0,0.620226,200.0
21.0,15.0,0.627683,200.0
21.0,15.0,0.637295,200.0
24.0,16.0,0.722106,200.0
24.0,16.0,0.69602,200.0
24.0,16.0,0.714344,200.0
24.0,16.0,0.716459,200.0
24.0,15.0,0.716915,200.0
24.0,15.0,0.705678,200.0
24.0,15.0,0.639475,200.0
24.0,15.0,0.712961,200.0
24.0,15.0,0.713235,200.0
24.0,15.0,0.744194,200.0
29.0,16.0,0.585992,200.0
29.0,16.0,0.890818,200.0
29.0,16.0,0.840755,200.0
29.0,15.0,0.752608,200.0
29.0,15.0,0.902498,200.0
29.0,16.0,0.881729,200.0
29.0,15.0,0.852878,200.0
29.0,15.0,0.840624,200.0
29.0,15.0,0.852138,200.0
29.0,15.0,0.837337,200.0
34.0,17.0,1.062266,200.0
34.0,15.0,1.030434,200.0
34.0,15.0,0.788234,200.0
34.0,16.0,1.039258,200.0
34.0,16.0,0.64467,200.0
34.0,16.0,1.035844,200.0
34.0,17.0,1.062196,200.0
34.0,15.0,1.007485,200.0
34.0,16.0,1.060936,200.0
34.0,15.0,0.895518,200.0
41.0,17.0,1.294688,200.0
41.0,16.0,1.30847,200.0
41.0,16.0,1.08302,200.0
41.0,16.0,1.219159,200.0
41.0,16.0,1.204822,200.0
41.0,17.0,1.320793,200.0
41.0,15.0,1.307854,200.0
41.0,16.0,1.267395,200.0
41.0,16.0,1.199531,200.0
41.0,16.0,1.222714,200.0
49.0,16.0,1.49812,200.0
49.0,16.0,1.558406,200.0
49.0,17.0,1.573227,200.0
49.0,16.0,1.54332,200.0
49.0,15.0,1.445687,200.0
49.0,17.0,1.403075,200.0
49.0,17.0,1.552634,200.0
49.0,16.0,1.492256,200.0
49.0,17.0,1.505125,200.0
49.0,16.0,1.567971,200.0
58.0,17.0,1.837486,200.0
58.0,17.0,1.712173,200.0
58.0,17.0,1.844802,200.0
58.0,16.0,1.245931,200.0
58.0,17.0,1.792438,200.0
58.0,17.0,1.823021,200.0
58.0,16.0,1.834059,200.0
58.0,16.0,1.246054,200.0
58.0,16.0,1.816866,200.0
58.0,16.0,1.813251,200.0
68.0,17.0,2.124695,200.0
68.0,16.0,2.173453,200.0
68.0,17.0,2.189136,200.0
68.0,16.0,2.202994,200.0
68.0,17.0,2.180585,200.0
68.0,17.0,2.008795,200.0
68.0,17.0,2.192262,200.0
68.0,17.0,2.082402,200.0
68.0,17.0,2.253912,200.0
68.0,17.0,1.259439,200.0
81.0,17.0,2.642031,200.0
81.0,16.0,2.416265,200.0
81.0,18.0,2.639968,200.0
81.0,17.0,2.656953,200.0
81.0,18.0,2.487687,200.0
81.0,17.0,2.548467,200.0
81.0,17.0,2.583667,200.0
81.0,17.0,2.573493,200.0
81.0,17.0,2.609529,200.0
81.0,17.0,2.590913,200.0
96.0,17.0,3.118787,200.0
96.0,17.0,2.811989,200.0
96.0,17.0,3.124176,200.0
96.0,17.0,3.14316,200.0
96.0,16.0,2.929015,200.0
96.0,16.0,3.203807,200.0
96.0,17.0,3.089501,200.0
96.0,17.0,3.161736,200.0
96.0,16.0,3.118787,200.0
96.0,16.0,3.125786,200.0
114.0,17.0,3.91229,200.0
114.0,18.0,3.790004,200.0
114.0,16.0,3.439918,200.0
114.0,18.0,3.807334,200.0
114.0,16.0,3.336481,200.0
114.0,17.0,3.83395,200.0
114.0,17.0,3.755226,200.0
114.0,16.0,2.52493,200.0
114.0,17.0,3.71824,200.0
114.0,16.0,3.498068,200.0
135.0,17.0,3.786989,200.0
135.0,17.0,4.539175,200.0
135.0,17.0,4.515374,200.0
135.0,17.0,4.519728,200.0
135.0,16.0,4.407666,200.0
135.0,16.0,4.374013,200.0
135.0,18.0,4.192567,200.0
135.0,17.0,4.491442,200.0
135.0,18.0,4.612558,200.0
135.0,17.0,4.548599,200.0
160.0,17.0,4.672327,200.0
160.0,17.0,5.3548,200.0
160.0,17.0,5.37276,200.0
160.0,18.0,5.363069,200.0
160.0,17.0,4.919629,200.0
160.0,18.0,5.5712,200.0
160.0,17.0,4.94701,200.0
160.0,18.0,5.443764,200.0
160.0,17.0,5.35311,200.0
160.0,17.0,5.258488,200.0
190.0,16.0,5.856993,200.0
190.0,17.0,6.537238,200.0
190.0,18.0,6.523575,200.0
190.0,18.0,6.564771,200.0
190.0,17.0,5.801298,200.0
190.0,17.0,6.114401,200.0
190.0,17.0,5.814667,200.0
190.0,17.0,5.907947,200.0
190.0,17.0,6.174395,200.0
190.0,18.0,6.31204,200.0
225.0,18.0,7.880253,200.0
225.0,18.0,7.813328,200.0
225.0,17.0,7.700135,200.0
225.0,17.0,7.616131,200.0
225.0,17.0,6.45515,200.0
225.0,17.0,7.525617,200.0
225.0,17.0,7.655928,200.0
225.0,16.0,7.584227,200.0
225.0,17.0,6.816248,200.0
225.0,16.0,7.518833,200.0
266.0,17.0,9.256307,200.0
266.0,17.0,8.393594,200.0
266.0,17.0,9.108482,200.0
266.0,17.0,8.763155,200.0
266.0,17.0,8.898385,200.0
266.0,18.0,8.884877,200.0
266.0,17.0,8.531435,200.0
266.0,16.0,8.871052,200.0
266.0,18.0,9.487677,200.0
266.0,18.0,8.318455,200.0
315.0,17.0,10.980267,200.0
315.0,17.0,10.999294,200.0
315.0,17.0,10.588256,200.0
315.0,17.0,10.955056,200.0
315.0,17.0,10.737869,200.0
315.0,19.0,11.009597,200.0
315.0,18.0,11.16039,200.0
315.0,17.0,11.238738,200.0
315.0,17.0,10.386858,200.0
315.0,17.0,10.512502,200.0
374.0,18.0,11.691366,200.0
374.0,17.0,12.508155,200.0
374.0,17.0,12.021214,200.0
374.0,17.0,12.817609,200.0
374.0,17.0,12.637885,200.0
374.0,17.0,12.780147,200.0
374.0,18.0,13.114353,200.0
374.0,17.0,12.940208,200.0
374.0,17.0,12.620976,200.0
374.0,17.0,9.561633,200.0
443.0,17.0,14.908933,200.0
443.0,17.0,13.22024,200.0
443.0,18.0,15.283112,200.0
443.0,17.0,15.179587,200.0
443.0,18.0,14.815632,200.0
